symbol_color
#f36f20
YYYYMMDD,HHMMSS,Latitude,Longitude,Magnitude
19810604,115133,33.66333333,-117.3711667,3.7
19810604,184712,33.79583333,-116.0243333,3.6
19810608,30902,36.79766667,-121.683,4.1
19810612,60607,34.35716667,-118.6646667,3.8
19810612,110246,33.2495,-115.9776667,3.6
19810622,45747,35.09733333,-118.5121667,4
19810711,215029,32.67816667,-118.0003333,4.1
19810726,61309,35.13083333,-118.6451667,3.6
19810726,142820,32.50016667,-115.3248333,3.9
19810728,95251,34.57116667,-120.9285,3.9
19810729,233957,33.79616667,-118.7185,3.8
19810806,111012,34.79716667,-120.2461667,3.6
19810904,2853,33.15166667,-116.5575,3.9
19810904,3925,33.1525,-116.5551667,3.7
19810904,155050,33.6515,-119.093,5.4
19810905,4148,33.67183333,-119.1255,3.9
19810906,91700,33.7295,-119.1853333,3.6
19810909,180621,32.5245,-115.473,3.5
19810911,55823,33.72683333,-119.1871667,3.5
19810912,212307,34.1565,-117.2698333,3.5
19811017,194721,33.23733333,-116.0485,3.8
19811023,172817,33.6385,-119.0065,4.6
19811023,191552,33.6185,-119.0171667,4.6
19811110,223435,35.03433333,-119.1326667,4.7
19811110,223509,34.99416667,-119.113,4.6
19811110,223704,35.0105,-119.1621667,4.4
19811214,113259,33.69483333,-119.148,3.6
19811215,80533,36.09583333,-117.7995,3.6
19811216,13452,36.209,-117.8661667,3.5
19820128,14412,32.50466667,-119.222,3.6
19820207,81020,35.35116667,-118.5068333,3.8
19820211,223751,35.70816667,-117.6473333,3.8
19820225,51942,34.11266667,-116.3921667,3.9
19820301,31022,35.74183333,-117.7241667,4
19820307,205012,35.75966667,-117.7326667,4.3
19820307,205100,35.74666667,-117.7656667,4.6
19820308,144245,35.74916667,-117.7355,3.9
19820311,105058,35.96683333,-117.8851667,3.8
19820311,214537,35.61333333,-117.4335,4
19820312,233129,35.7665,-117.7391667,3.8
19820314,95851,35.165,-120.6276667,3.5
19820316,84700,36.59966667,-117.0395,3.6
19820322,85328,33.05233333,-116.2041667,4.5
19820322,90040,33.24016667,-116.1693333,4.1
19820329,200825,32.97416667,-115.9146667,4.2
19820329,200826,32.978,-115.899,3.7
19820405,11454,33.55666667,-118.9341667,3.5
19820413,110212,34.06283333,-118.9696667,4
19820425,41325,35.768,-117.7366667,3.6
19820427,154240,35.765,-117.7308333,3.8
19820429,153345,33.53916667,-118.9306667,3.7
19820430,64336,34.92033333,-120.4141667,3.8
19820525,134430,33.54583333,-118.2063333,4.4
19820531,154203,35.71566667,-118.3931667,3.6
19820615,234921,33.54916667,-116.6765,4.8
19820616,301,33.5735,-116.6626667,4.2
19820619,101733,36.5755,-121.0681667,4.1
19820625,35823,35.97433333,-120.4881667,4.2
19820625,155434,34.691,-115.9323333,3.9
19820627,52002,35.97483333,-120.4763333,3.6
19820704,124403,35.76933333,-117.7346667,3.5
19820707,84433,34.1515,-116.701,3.5
19820803,163805,33.25383333,-116.4288333,3.6
19820805,40219,33.26033333,-116.423,3.5
19820810,183704,32.92816667,-115.5455,3.6
19820814,51350,35.001,-118.5105,3.5
19820826,222803,33.26416667,-115.9861667,3.5
19820905,52126,32.93833333,-115.845,4.1
19820920,93627,32.7765,-120.072,3.8
19820923,204251,34.88116667,-120.3715,3.8
19820929,181916,35.75033333,-117.7476667,3.6
19820929,182101,35.75333333,-117.7503333,4.2
19820930,223810,35.75033333,-117.748,4.1
19821001,142901,35.74333333,-117.7565,5.1
19821001,171442,35.75183333,-117.756,3.7
19821001,204555,35.74616667,-117.7346667,3.7
19821001,204603,35.745,-117.7621667,3.8
19821001,210619,35.73,-117.762,3.6
19821001,221021,35.72533333,-117.7598333,4.3
19821001,221128,35.71883333,-117.761,4.1
19821004,184328,35.75366667,-117.7576667,3.9
19821006,103816,35.43,-118.2685,3.5
19821007,175436,35.73666667,-117.7253333,3.8
19821019,4942,35.52316667,-119.1061667,3.5
19821024,192319,34.08,-119.2245,3.6
19821025,222604,36.29133333,-120.4041667,5.5
19821025,223431,36.34316667,-120.4913333,3.5
19821025,231218,36.31066667,-120.3975,4.3
19821025,231554,36.32216667,-120.4238333,4
19821025,233235,36.3515,-120.4015,3.5
19821025,233520,36.31866667,-120.412,3.5
19821026,154843,36.32183333,-120.4438333,3.5
19821110,112125,34.05766667,-116.6675,4.1
19821222,144736,35.74666667,-117.7526667,3.5
19821230,40029,33.95866667,-118.8155,3.6
19821231,90723,35.80916667,-117.7375,4
19821231,195008,35.80933333,-117.7406667,3.5
19830104,30305,35.80466667,-117.7415,4
19830107,13141,36.80566667,-118.4581667,3.8
19830107,15452,36.45333333,-118.1935,4.1
19830107,15520,36.35033333,-117.9566667,4
19830107,20047,36.45916667,-118.9636667,4.2
19830107,20631,36.8955,-118.6193333,4.3
19830107,24210,36.17916667,-117.8518333,3.8
19830107,25824,35.74133333,-117.7443333,3.6
19830107,30601,36.30216667,-117.9541667,4.1
19830107,51146,36.65483333,-118.3301667,3.9
19830107,134343,35.74416667,-117.7473333,3.6
19830108,71930,34.13283333,-117.4531667,4
19830112,165650,33.54433333,-120.0635,3.5
19830112,171900,33.54066667,-120.0505,3.8
19830113,150048,33.35966667,-116.2881667,3.6
19830117,10900,35.72033333,-118.6043333,3.7
19830128,145409,33.94183333,-118.7033333,3.6
19830222,21830,33.03333333,-117.9438333,4.3
19830301,201835,33.94633333,-118.3156667,3.6
19830416,122527,34.31233333,-118.5681667,3.7
19830416,122646,34.31416667,-118.5681667,3.7
19830416,223524,34.0365,-116.4051667,3.5
19830502,234238,36.245,-120.2633333,6.3
19830502,234601,36.25,-120.2666667,5.4
19830502,235229,36.25,-120.2666667,3.6
19830502,235528,36.11316667,-120.2835,3.7
19830503,22,36.2045,-120.1761667,4
19830503,923,36.12816667,-120.2458333,4.2
19830503,1450,36.16216667,-120.1801667,3.9
19830503,1629,36.25,-120.2666667,4.5
19830503,1648,36.25,-120.2666667,3.9
19830503,1800,36.17633333,-120.1796667,4.5
19830503,2212,36.20266667,-120.2566667,3.5
19830503,3945,36.18733333,-120.341,4.3
19830503,4731,36.19916667,-120.1938333,3.8
19830503,5034,36.18416667,-120.1353333,3.5
19830503,5746,36.11833333,-120.2171667,4.9
19830503,14145,36.08833333,-120.1946667,4.1
19830503,15547,36.27216667,-120.1841667,3.5
19830503,21515,36.24616667,-120.2501667,3.7
19830503,32202,36.2045,-120.2701667,3.6
19830503,43112,36.29933333,-120.3355,3.6
19830503,43233,36.2995,-120.1668333,4.9
19830503,60447,36.12683333,-120.297,4.4
19830503,60456,36.07583333,-120.1823333,4.1
19830503,61250,36.21083333,-120.3025,3.5
19830503,63503,36.17666667,-120.1748333,4
19830503,63627,36.102,-119.9583333,3.8
19830503,72935,36.14866667,-120.1246667,3.5
19830503,73525,36.14533333,-120.124,3.5
19830503,85501,36.13866667,-120.1585,4.4
19830503,93947,36.1645,-120.2225,3.8
19830503,130914,36.118,-120.2215,3.7
19830503,134852,36.20966667,-120.2786667,3.7
19830503,142656,36.25983333,-120.2591667,4.1
19830503,145047,36.19283333,-120.22,3.5
19830503,150403,36.23516667,-120.2338333,3.5
19830503,151035,36.30766667,-120.2668333,3.7
19830503,154142,36.054,-120.257,4.5
19830503,170130,36.233,-120.2315,3.8
19830503,213658,36.14816667,-120.1813333,3.5
19830503,223044,36.19983333,-120.2546667,3.5
19830503,234604,36.14766667,-120.2683333,3.6
19830504,72839,36.22766667,-120.2493333,4.8
19830504,73907,36.30433333,-120.2228333,3.6
19830504,155914,36.27566667,-120.2341667,3.8
19830504,161119,36.27783333,-120.3126667,4.3
19830505,15642,36.20066667,-120.236,3.6
19830505,43749,36.10816667,-120.1841667,3.6
19830505,80626,36.123,-120.1713333,3.7
19830505,102044,36.25633333,-120.2568333,4.7
19830505,113340,36.24766667,-120.3078333,3.7
19830505,124216,36.24116667,-120.3451667,3.8
19830506,94339,36.1335,-120.2511667,3.6
19830507,1716,36.26033333,-120.2631667,3.9
19830508,12015,36.23416667,-120.2686667,3.5
19830508,191825,36.24083333,-120.4603333,3.5
19830509,24911,36.216,-120.2165,5.2
19830509,32637,36.225,-120.2248333,4.7
19830510,132630,36.31816667,-120.2421667,3.8
19830510,152245,36.265,-120.298,3.5
19830512,134107,36.14283333,-120.2595,3.9
19830513,150113,36.117,-120.2081667,3.5
19830514,50203,36.24716667,-120.2546667,3.7
19830515,124725,34.46833333,-121.685,3.9
19830516,142149,36.17116667,-120.2178333,3.7
19830518,24649,36.22433333,-120.1805,3.6
19830519,110530,36.18533333,-120.184,3.8
19830522,83922,36.11883333,-120.1446667,4
19830524,90217,36.2925,-120.2588333,4.8
19830527,112518,33.645,-116.7343333,3.7
19830527,204049,36.2635,-120.3326667,3.7
19830604,30829,32.2225,-114.8855,3.5
19830607,51838,36.16133333,-120.155,4.5
19830611,30953,36.27766667,-120.4395,5.1
19830612,13128,36.09933333,-120.303,4
19830628,131234,33.84683333,-120.414,3.5
19830629,80836,32.627,-117.3773333,4.6
19830704,70321,33.445,-116.4063333,3.7
19830707,3132,36.25,-120.25,3.7
19830709,74050,36.283,-120.2465,4.9
19830709,102437,36.2085,-120.1533333,3.5
19830712,35639,36.31383333,-120.2745,3.8
19830713,125800,36.298,-120.3795,3.6
19830713,211648,33.20833333,-115.5298333,4.4
19830713,221417,33.19466667,-115.5351667,3.5
19830714,152536,36.1925,-120.2935,4
19830714,152542,36.249,-120.3031667,4
19830714,172615,33.209,-115.5306667,3.5
19830715,22033,36.112,-121.6121667,3.5
19830717,215808,36.29266667,-120.2808333,3.7
19830718,184106,36.1955,-120.2356667,3.5
19830718,192806,36.19316667,-120.2505,4
19830721,12334,36.12066667,-121.5271667,3.8
19830722,23954,36.25833333,-120.3841667,5
19830722,24910,36.24016667,-120.3895,4.4
19830722,25050,36.38183333,-120.2893333,3.8
19830722,25837,36.34416667,-120.3238333,3.6
19830722,30342,36.20316667,-120.403,3.6
19830722,31148,36.35233333,-120.2903333,3.7
19830722,32332,36.36166667,-120.3168333,3.8
19830722,32902,36.24483333,-120.4306667,4.2
19830722,34302,36.24483333,-120.3793333,5
19830722,42741,36.37066667,-120.3276667,3.7
19830722,43027,36.357,-120.3031667,3.7
19830722,50925,36.2515,-120.4446667,3.5
19830722,71212,36.26083333,-120.4095,3.6
19830722,81703,36.27583333,-120.3293333,3.5
19830722,215234,36.2375,-120.4033333,3.6
19830725,222859,36.209,-120.4028333,3.5
19830725,223140,36.18633333,-120.3823333,5.1
19830726,12031,36.235,-120.4286667,3.5
19830729,101353,36.248,-120.438,3.5
19830731,164353,36.24933333,-120.2315,3.5
19830731,172410,36.165,-120.1926667,3.7
19830731,175420,36.24433333,-120.219,3.6
19830731,225106,35.352,-118.5685,3.6
19830805,100602,36.251,-120.4271667,3.6
19830806,183057,36.16683333,-120.234,3.5
19830812,11441,36.30633333,-120.3525,3.9
19830812,54215,36.25183333,-120.2455,3.5
19830812,110434,36.21633333,-120.4366667,3.5
19830812,220235,36.17583333,-120.1143333,4.1
19830814,124336,36.306,-120.3886667,4.1
19830825,231842,36.22183333,-120.2345,3.6
19830826,32118,36.2995,-120.4708333,3.8
19830826,195741,36.18783333,-120.3531667,3.9
19830828,122620,35.80016667,-121.4493333,3.8
19830828,132354,35.80816667,-121.463,3.6
19830829,104224,35.82966667,-121.5075,3.6
19830829,113102,35.7685,-121.239,3.5
19830901,230408,36.3135,-120.357,3.7
19830904,224028,36.18883333,-120.2895,3.6
19830907,230727,36.2835,-120.448,3.9
19830909,91614,36.23566667,-120.231,5.2
19830909,94132,36.25166667,-120.2481667,3.5
19830909,102602,36.2265,-120.2071667,3.7
19830909,210400,36.2215,-120.1928333,3.7
19830910,71932,36.26216667,-120.454,3.7
19830910,142319,36.189,-120.2515,3.5
19830910,173034,36.20733333,-120.4371667,3.5
19830911,114807,36.24083333,-120.3548333,4.7
19830912,120802,34.049,-117.2561667,3.7
19830918,143432,36.2905,-120.3131667,3.5
19830927,33956,36.30116667,-120.3975,3.5
19831002,22515,36.46483333,-120.534,3.5
19831004,45606,36.44716667,-121.328,3.6
19831007,180535,36.23533333,-120.247,3.6
19831014,195253,36.181,-120.3576667,3.5
19831016,115226,36.21866667,-120.3748333,3.5
19831019,140037,35.9235,-118.336,4
19831019,194823,35.92516667,-118.3351667,3.7
19831021,224413,35.9205,-118.3326667,4.5
19831024,233650,35.89966667,-118.3258333,4
19831025,65502,35.9085,-118.3293333,3.8
19831025,111657,35.8645,-118.3485,3.8
19831025,132133,35.91316667,-118.3278333,3.5
19831026,230242,36.2225,-120.408,3.8
19831030,200259,35.90483333,-118.3341667,3.6
19831107,123244,35.932,-118.3251667,3.8
19831111,171505,32.96733333,-115.8676667,3.8
19831115,50409,33.04733333,-115.5618333,3.5
19831120,220236,36.21716667,-120.4275,3.8
19831205,140909,32.1995,-115.8471667,3.7
19831209,180928,36.225,-120.268,3.9
19831213,14023,33.88983333,-116.1466667,3.5
19831216,20825,36.26383333,-120.4201667,3.5
19831220,10332,36.2925,-120.4173333,3.6
19831220,11504,32.94433333,-116.29,3.5
19831221,115342,36.167,-120.1591667,3.5
19831221,180408,36.10583333,-120.1711667,4
19831223,20307,36.088,-120.248,3.5
19831229,194616,34.17033333,-117.3558333,3.6
19840120,83849,36.19916667,-118.3006667,3.7
19840126,60716,36.15666667,-120.1353333,3.6
19840127,44435,36.25616667,-120.4216667,3.8
19840214,64140,32.02933333,-116.2326667,3.5
19840217,12302,36.17933333,-120.2016667,3.7
19840219,94310,36.27416667,-120.3311667,4.4
19840223,173423,33.8895,-116.1528333,3.7
19840227,101815,33.471,-118.0611667,3.9
19840229,20731,33.13616667,-116.071,4.2
19840312,101751,34.91033333,-119.0201667,3.5
19840320,104312,36.25716667,-120.4841667,3.5
19840323,75321,35.97716667,-118.3201667,3.8
19840323,80759,35.972,-118.323,3.8
19840323,82425,35.97516667,-118.3176667,3.8
19840324,195318,36.18816667,-120.3113333,3.5
19840331,191652,35.94016667,-118.3065,3.6
19840401,71702,33.10883333,-116.4043333,3.9
19840408,62013,36.26083333,-120.3851667,3.5
19840408,195039,32.44583333,-115.4276667,3.5
19840410,181211,36.28483333,-120.2153333,3.8
19840410,184709,36.267,-120.1988333,3.7
19840413,32835,32.08783333,-115.765,4.1
19840421,222315,34.2485,-119.6171667,3.6
19840421,230222,34.24933333,-119.6178333,3.5
19840422,55328,34.24016667,-119.6035,3.8
19840422,235549,34.23483333,-119.619,3.5
19840422,235601,34.24566667,-119.6488333,3.5
19840423,143112,32.90733333,-115.5368333,3.5
19840424,45251,36.189,-120.2795,3.9
19840424,154752,32.00833333,-116.3351667,3.5
19840425,72043,34.25116667,-119.6388333,3.5
19840425,133216,32.00983333,-116.34,3.5
19840426,224417,32.75533333,-115.4258333,3.6
19840502,43216,36.20816667,-120.3316667,3.8
19840507,193232,34.66066667,-119.9726667,4.3
19840508,55026,36.32966667,-120.359,3.5
19840508,192113,36.21866667,-120.2643333,4.1
19840514,230629,32.409,-115.323,3.7
19840515,171135,32.42716667,-115.3856667,3.6
19840516,35820,36.25766667,-120.2426667,3.7
19840516,173014,34.802,-120.372,3.5
19840518,124741,36.2415,-120.8595,3.6
19840525,145000,36.30683333,-120.3823333,3.6
19840531,233048,32.348,-115.2145,4.1
19840604,165853,32.02066667,-115.5395,3.8
19840611,222110,34.38166667,-116.6125,3.9
19840612,2752,34.54066667,-118.9893333,4
19840620,192806,34.91766667,-120.8003333,4
19840622,81059,36.1795,-120.2066667,3.7
19840624,215729,33.95533333,-116.3378333,3.5
19840630,63414,34.38033333,-116.614,3.5
19840702,191654,32.43266667,-118.062,3.5
19840706,120012,35.73033333,-118.0513333,3.9
19840706,170736,36.34433333,-120.2931667,3.5
19840706,221414,35.73333333,-118.0491667,3.7
19840711,33127,36.5275,-120.6401667,3.5
19840727,194207,34.26233333,-116.1501667,3.5
19840806,81436,33.97566667,-116.7126667,4.2
19840816,13052,36.1985,-120.071,3.7
19840816,112443,36.15933333,-120.1528333,3.5
19840830,202037,36.27666667,-120.2726667,3.5
19840830,204122,36.12666667,-120.2795,3.7
19840907,25219,36.09633333,-119.9848333,3.5
19840907,65037,32.798,-118.138,3.6
19840907,110313,32.945,-117.806,4.3
19840907,145151,35.9585,-117.3433333,3.7
19840907,175730,33.46,-116.3701667,4.1
19840919,211118,34.661,-119.9681667,3.5
19840922,185042,36.1855,-120.346,3.6
19840928,151106,35.98466667,-120.1483333,3.6
19840930,211614,32.493,-115.2666667,3.6
19841002,132415,36.21916667,-120.3886667,3.5
19841005,73714,33.66566667,-116.7028333,3.9
19841007,42117,34.24166667,-120.7068333,3.5
19841010,212258,33.13766667,-116.501,4.5
19841015,174404,33.69766667,-118.1595,3.7
19841022,40628,36.68416667,-121.4476667,3.9
19841022,202853,35.09933333,-118.5218333,3.5
19841025,103602,34.73683333,-120.1475,4.5
19841026,172043,34.01633333,-118.9883333,4.6
19841113,413,36.33216667,-120.3881667,3.8
19841125,50850,33.332,-118.6673333,3.8
19841209,185625,32.02216667,-116.2526667,3.8
19850102,52458,34.04633333,-116.5286667,3.8
19850103,104522,36.17583333,-120.3368333,4.2
19850103,110318,36.17116667,-120.3283333,3.8
19850103,112227,36.17583333,-120.3221667,4
19850106,183324,36.61233333,-121.3998333,3.8
19850119,3015,33.9915,-116.3976667,3.7
19850124,232532,33.99633333,-116.399,3.5
19850203,174821,32.58766667,-115.6428333,3.8
19850204,30924,32.3545,-117.9496667,3.7
19850208,65816,35.45716667,-118.9055,4.6
19850210,135906,33.876,-116.2763333,3.5
19850215,232626,33.98483333,-116.4023333,3.9
19850219,133826,36.115,-120.0095,3.5
19850228,44208,33.96,-116.293,3.6
19850305,141814,36.25816667,-120.3475,3.5
19850327,83344,36.29566667,-120.4023333,3.7
19850403,40450,34.38,-119.0385,4.1
19850406,131618,36.62483333,-121.2565,3.5
19850409,32323,36.255,-120.214,3.7
19850409,34227,36.24166667,-120.2208333,3.5
19850419,35551,32.16716667,-116.954,3.8
19850506,231433,35.297,-119.3456667,4.4
19850507,200610,36.59,-116.1465,3.5
19850510,154800,34.4215,-120.8271667,3.8
19850511,85923,36.212,-120.2073333,4.2
19850514,173536,33.52283333,-116.8011667,3.7
19850605,181005,33.342,-116.3281667,3.6
19850607,180614,34.39333333,-120.1051667,3.5
19850614,112402,36.2045,-120.1906667,3.6
19850616,102658,32.96166667,-117.8211667,3.9
19850618,1255,32.69083333,-117.1503333,3.7
19850618,12340,35.22666667,-117.319,3.8
19850618,32228,32.67866667,-117.1513333,3.9
19850618,42815,32.6845,-117.1523333,3.7
19850621,5059,33.989,-117.1716667,3.5
19850627,43854,36.54866667,-121.2696667,3.6
19850712,4722,35.982,-120.5841667,3.5
19850716,175750,34.54333333,-116.8421667,3.8
19850718,140525,34.42166667,-116.542,4
19850723,201644,36.01033333,-114.6385,3.5
19850803,135711,36.1525,-120.0876667,3.6
19850804,112915,36.14533333,-120.0516667,4.3
19850804,112924,36.09066667,-120.2076667,4.3
19850804,113041,36.2585,-120.12,3.5
19850804,120156,36.15116667,-120.0486667,5.7
19850804,120841,36.119,-119.9891667,4
19850804,151539,36.05166667,-119.9781667,4.3
19850805,144538,36.13133333,-119.9971667,4.3
19850807,1603,36.0275,-120.0558333,4.3
19850807,2812,36.0315,-120.0858333,3.5
19850809,124219,36.11383333,-120.0383333,3.6
19850812,210109,33.038,-117.8251667,3.5
19850816,15121,36.2045,-117.8656667,4.1
19850822,2003,35.89083333,-117.7315,3.5
19850822,2144,35.89216667,-117.7341667,4.4
19850829,75908,34.322,-116.8151667,3.9
19850908,121717,36.03266667,-120.0693333,3.6
19850915,90947,36.102,-120.0786667,3.5
19851002,234412,34.02333333,-117.2451667,4.6
19851008,221742,36.176,-120.1721667,4
19851011,1626,35.65716667,-116.2241667,3.7
19851026,143049,36.86566667,-121.6361667,3.5
19851028,42551,36.61216667,-121.2593333,3.5
19851031,195504,34.47366667,-117.8925,3.6
19851119,124456,32.20483333,-115.5005,3.5
19851124,192140,36.01683333,-120.879,4.3
19851214,224144,36.0815,-120.6716667,3.5
19860217,21233,34.11566667,-116.0298333,3.9
19860219,4724,32.508,-117.5555,3.9
19860310,153316,34.4025,-119.8023333,4.1
19860405,65040,33.72983333,-118.01,3.7
19860405,172149,33.3365,-115.7091667,3.5
19860424,20148,32.44566667,-115.2543333,3.5
19860424,20333,32.43783333,-115.2525,3.6
19860424,23124,32.47366667,-115.2865,3.6
19860511,173157,32.11366667,-115.6235,3.5
19860523,114155,35.80633333,-118.0193333,3.9
19860531,14240,34.105,-116.6111667,3.5
19860603,141449,33.7885,-116.344,3.7
19860613,132515,36.05883333,-119.9396667,3.8
19860623,234558,32.13216667,-115.1333333,3.9
19860624,131000,32.16116667,-115.1735,3.6
19860624,131302,32.14883333,-115.109,4.3
19860708,92044,33.99916667,-116.6085,5.6
19860708,92412,34.03166667,-116.6541667,4.2
19860708,92709,33.97116667,-116.554,3.5
19860708,92813,33.95033333,-116.5328333,4
19860708,93022,34.02266667,-116.6861667,3.6
19860708,94256,33.9875,-116.6395,3.5
19860708,94949,33.99716667,-116.5608333,3.7
19860708,95323,33.98716667,-116.5683333,3.5
19860708,100452,33.9595,-116.5815,3.7
19860708,100902,33.97716667,-116.579,4.3
19860708,101100,34.02283333,-116.6696667,4
19860708,102239,34.02816667,-116.6266667,4.3
19860708,103414,34.02483333,-116.6743333,3.6
19860708,112458,34.01966667,-116.6181667,3.5
19860708,144832,34.01666667,-116.6098333,3.5
19860708,155519,34.03766667,-116.6855,3.9
19860708,163944,33.99283333,-116.5828333,3.7
19860708,180414,33.96816667,-116.5563333,3.5
19860708,193620,34.01633333,-116.6145,4.1
19860709,1232,33.97583333,-116.5673333,4.1
19860709,94121,33.97183333,-116.5736667,3.7
19860709,113221,33.97533333,-116.5646667,3.6
19860712,54527,33.98566667,-116.652,4.1
19860713,14138,33.9515,-116.6133333,3.7
19860713,134708,32.97066667,-117.8741667,5.5
19860713,135327,32.96316667,-117.8281667,4
19860713,140133,32.99316667,-117.8425,4.4
19860713,141101,32.97766667,-117.7773333,3.7
19860713,142601,32.96133333,-117.7795,3.6
19860713,152708,32.9755,-117.7331667,3.5
19860713,155004,32.89133333,-117.766,3.6
19860713,235343,32.9555,-117.7751667,3.7
19860714,3246,32.9635,-117.8198333,4.1
19860714,11110,32.96716667,-117.8296667,3.8
19860714,53644,32.95083333,-117.8378333,3.5
19860714,71735,32.95866667,-117.8096667,3.8
19860714,90753,32.94766667,-117.8191667,3.7
19860714,144408,32.96933333,-117.8191667,3.8
19860714,171443,32.9835,-117.7703333,3.6
19860716,124701,32.9445,-117.8173333,3.9
19860717,203514,33.989,-116.6473333,4.5
19860717,215445,33.993,-116.6473333,4.4
19860718,170036,36.09483333,-117.8488333,3.7
19860721,155737,35.91333333,-118.228,3.5
19860721,182930,33.00533333,-117.815,4
19860723,25758,32.96,-117.8081667,3.6
19860723,102901,33.00083333,-117.831,3.6
19860723,172216,32.987,-117.7576667,3.5
19860728,25446,32.94483333,-117.8215,3.7
19860729,81741,32.93433333,-117.8408333,4.3
19860729,112222,32.94133333,-117.8298333,3.6
19860730,2630,32.96316667,-117.8233333,3.6
19860730,225113,32.9855,-117.801,4.2
19860731,10619,32.97233333,-117.8293333,4
19860731,75142,33.9645,-116.5725,3.5
19860802,113657,34.041,-116.6963333,3.6
19860804,40030,32.9795,-117.877,3.5
19860815,130947,33.00666667,-117.7998333,3.6
19860815,184516,32.951,-117.8005,3.8
19860826,191149,32.9115,-117.8535,3.8
19860826,214826,32.93783333,-117.846,3.5
19860828,101416,32.50533333,-117.4098333,3.7
19860829,64443,35.88683333,-120.4498333,3.8
19860829,74654,33.9545,-116.5985,3.9
19860906,200515,32.42633333,-115.1161667,3.5
19860907,10331,32.39183333,-115.156,3.8
19860907,10919,32.4365,-115.107,3.5
19860907,11101,32.422,-115.1241667,3.8
19860907,43235,32.44333333,-115.1133333,3.6
19860907,64010,32.4385,-115.0941667,3.6
19860907,131402,32.37833333,-115.1093333,3.6
19860909,162250,33.9615,-116.5686667,3.7
19860912,233810,36.26983333,-120.4421667,3.5
19860930,95211,32.98983333,-117.798,4.2
19861001,201218,32.98116667,-117.8463333,4
19861002,152329,33.0025,-117.7501667,3.8
19861007,44023,32.425,-115.3658333,3.7
19861015,22847,33.94816667,-116.5768333,4
19861017,185616,34.37,-116.3895,3.5
19861020,223530,32.95233333,-117.7865,3.5
19861029,23815,32.604,-117.1438333,4.5
19861031,142705,35.58133333,-117.1825,3.8
19861106,91958,34.73916667,-120.1571667,4
19861220,121936,32.97666667,-117.8238333,3.7
19861225,173522,32.99016667,-116.2875,3.7
19861229,160514,33.0115,-115.772,3.5
19870103,180106,33.50416667,-116.4758333,3.7
19870207,34514,32.388,-115.3045,5.4
19870207,41719,32.4135,-115.2998333,3.5
19870207,95934,32.37616667,-115.3301667,4.2
19870207,102539,32.39316667,-115.3371667,4.2
19870207,153709,32.394,-115.3226667,3.6
19870209,33856,32.39533333,-115.3128333,3.5
19870214,55416,35.97266667,-120.6975,4.2
19870214,72653,35.96433333,-120.7011667,4.6
19870221,130218,36.66116667,-121.326,3.5
19870221,231529,34.13216667,-117.4473333,4
19870225,233002,33.22983333,-116.061,3.7
19870227,224319,34.44366667,-120.8335,3.6
19870318,165947,36.2225,-120.2993333,3.5
19870403,32313,32.98816667,-117.7365,3.6
19870410,82449,32.95883333,-117.8215,3.7
19870430,192423,36.84133333,-121.2565,4.1
19870511,151010,34.31083333,-116.9178333,4.1
19870519,35350,36.436,-117.8141667,3.7
19870602,235341,36.32366667,-120.3621667,3.6
19870614,81608,33.86233333,-116.1798333,3.8
19870621,85639,32.66466667,-115.7961667,3.8
19870626,5216,32.16083333,-115.3293333,3.5
19870708,165559,33.69916667,-118.2723333,3.6
19870823,231858,35.94533333,-117.0268333,3.7
19870825,62726,34.35716667,-117.5773333,3.8
19870909,85720,36.214,-118.1765,3.7
19870915,20642,36.1245,-119.8701667,3.5
19870915,104838,36.30533333,-120.3588333,3.5
19870920,184220,34.30466667,-119.5833333,3.5
19871001,144219,34.0535,-118.0771667,5.9
19871001,144515,34.06666667,-118.0833333,3.6
19871001,144541,34.04883333,-118.1005,4.7
19871001,144803,34.07633333,-118.0901667,4.1
19871001,144824,34.05,-118.0833333,3.5
19871001,144905,34.05983333,-118.0998333,4.7
19871001,145129,34.08116667,-118.0831667,3.7
19871001,151231,34.05166667,-118.0905,4.6
19871001,155953,34.05,-118.0866667,4
19871001,174726,34.05083333,-118.0933333,3.7
19871001,191137,34.06066667,-118.1003333,3.7
19871004,105938,34.07366667,-118.098,5.2
19871013,155904,33.9585,-117.2126667,3.5
19871024,235833,33.67583333,-119.0583333,4
19871124,13248,33.06733333,-115.7806667,4.2
19871124,15303,33.07183333,-115.7821667,4
19871124,15414,33.09,-115.7925,6.2
19871124,20147,33.06766667,-115.8011667,3.9
19871124,20519,33.16066667,-115.7193333,3.6
19871124,20645,33.04433333,-115.8211667,3.7
19871124,21435,33.03566667,-115.8196667,4.5
19871124,21523,33.04783333,-115.7985,4.8
19871124,21647,33.05,-115.8,4.1
19871124,22159,33.0325,-115.8138333,3.9
19871124,22552,33.16483333,-115.6495,3.8
19871124,24600,33.02433333,-115.8143333,3.5
19871124,25300,33.03966667,-115.8125,4.7
19871124,34355,33.05683333,-115.8105,3.8
19871124,35628,33.204,-115.6796667,3.7
19871124,40436,33.17716667,-115.6481667,3.8
19871124,62323,33.022,-115.8085,3.9
19871124,63202,33.08766667,-115.7815,3.5
19871124,131556,33.0145,-115.8516667,6.6
19871124,131848,33.01383333,-115.8151667,4.2
19871124,132044,33.01683333,-115.8373333,3.6
19871124,132100,33.00783333,-115.7863333,3.8
19871124,132403,33.05,-115.8,3.6
