symbol_color
#f36f20
YYYYMMDD,HHMMSS,Latitude,Longitude,Magnitude
19710221,24211,34.26933333,-118.549,3.5
19710221,55052,34.37583333,-118.4523333,4.4
19710221,71511,34.35883333,-118.4556667,4.2
19710221,74302,34.39666667,-118.428,3.7
19710221,140604,34.333,-118.4746667,3.5
19710223,740,33.40816667,-116.6375,4.2
19710224,53137,34.38083333,-118.3393333,3.5
19710224,160414,34.45166667,-118.4115,3.6
19710226,33300,34.42166667,-118.3666667,3.5
19710227,54004,34.57283333,-116.8228333,3.6
19710301,42820,34.40833333,-118.4073333,3.5
19710302,34629,33.91083333,-117.8705,3.6
19710303,120515,35.6685,-118.3848333,4.1
19710306,55327,34.40233333,-118.4143333,3.5
19710307,13340,34.35516667,-118.4413333,4.2
19710307,65637,34.3905,-118.4116667,3.7
19710308,230807,35.66833333,-118.401,4.2
19710310,14202,35.6835,-118.4088333,3.5
19710325,225409,34.27816667,-118.5311667,4.2
19710325,230054,34.3265,-118.4936667,3.5
19710328,171624,34.28416667,-118.5331667,3.7
19710330,85442,34.284,-118.4536667,4
19710331,145222,34.2845,-118.4763333,4.3
19710401,150303,34.40366667,-118.4186667,4.1
19710401,211835,34.375,-118.4455,3.5
19710402,54024,34.24333333,-118.5436667,3.9
19710405,14034,36.46816667,-120.8066667,3.5
19710415,111432,34.26483333,-118.5171667,4.2
19710418,222738,34.496,-118.6785,3.7
19710419,104106,33.337,-116.247,3.7
19710425,144806,34.34966667,-118.3278333,4
19710427,65559,33.6835,-120.0988333,3.7
19710429,21316,36.46066667,-120.5095,3.5
19710501,42526,34.44466667,-118.385,3.7
19710505,25624,32.02616667,-115.6546667,4.1
19710522,202934,33.09616667,-116.3816667,3.8
19710524,123710,34.41533333,-118.4113333,3.6
19710525,100253,33.09016667,-116.3693333,4.1
19710601,92508,34.4135,-118.3845,3.6
19710602,115200,34.35816667,-118.4743333,3.5
19710615,162617,35.10583333,-119.0331667,3.5
19710618,132130,32.89016667,-115.601,3.5
19710620,124133,36.12833333,-120.8233333,3.9
19710621,160108,34.323,-118.4648333,3.9
19710622,104118,33.74833333,-117.4841667,4.2
19710702,91832,34.22616667,-117.5501667,3.5
19710726,223652,35.70866667,-120.0381667,3.6
19710802,44445,36.76116667,-119.9781667,3.6
19710804,175815,36.98216667,-115.6275,4.4
19710805,222001,36.92066667,-115.7188333,3.7
19710820,174646,34.8695,-121.3336667,3.7
19710825,230033,32.96916667,-116.3093333,3.9
19710930,224611,33.01566667,-115.814,5
19710930,235732,33.021,-115.8133333,3.6
19711001,153821,32.018,-116.32,3.6
19711002,193851,36.09983333,-120.5263333,3.5
19711005,125125,32.962,-116.2921667,3.5
19711006,64915,33.05083333,-115.7913333,3.7
19711006,144324,36.266,-120.6575,3.7
19711010,152635,33.74166667,-117.5003333,3.6
19711013,162105,34.99233333,-118.9771667,3.5
19711022,95539,35.70866667,-118.3225,3.5
19711118,40352,36.22716667,-120.8815,3.5
19711124,181321,35.6905,-118.3003333,3.7
19711213,204440,34.81,-118.8733333,3.5
19711224,113445,34.3985,-118.4311667,3.5
19711226,65920,34.825,-121.2926667,3.8
19711230,164622,32.25183333,-115.115,3.8
19711231,165857,33.64133333,-116.0626667,3.6
19720106,101034,35.8035,-118.3681667,3.5
19720111,42343,33.87566667,-116.2881667,3.7
19720111,61343,33.92933333,-116.3035,3.5
19720112,123108,32.94,-115.8291667,3.9
19720119,15942,32.16266667,-115.7531667,4.1
19720124,133047,36.87883333,-114.7816667,3.6
19720128,170022,34.27816667,-116.1586667,3.8
19720129,190751,35.98966667,-121.205,3.5
19720131,15504,34.28666667,-116.9091667,4
19720202,165625,34.38916667,-118.4688333,3.6
19720208,24911,34.38933333,-118.4201667,3.7
19720216,235032,34.5595,-121.1765,3.5
19720225,190655,34.436,-118.4358333,3.8
19720301,124445,35.92166667,-121.4266667,3.7
19720304,152921,33.22966667,-116.8888333,3.6
19720317,2900,32.30666667,-115.5776667,4.5
19720325,22739,33.24833333,-116.0356667,3.5
19720331,211405,36.8855,-120.0903333,4.1
19720414,200058,34.09883333,-116.3885,4
19720425,22631,32.8675,-117.712,3.5
19720501,215105,36.404,-121.2813333,3.5
19720629,64109,34.3135,-117.1065,3.5
19720630,204307,32.07466667,-116.1796667,3.6
19720704,82003,35.7935,-117.6445,3.9
19720727,3117,34.80366667,-118.9031667,4.3
19720901,61305,35.43566667,-118.5773333,3.6
19720911,94028,34.00466667,-117.237,3.9
19721019,132646,32.939,-116.2656667,3.5
19721021,338,34.40733333,-118.41,3.6
19721028,124723,32.16616667,-115.1373333,3.7
19721118,150838,34.02383333,-116.7898333,3.5
19721219,223221,33.9645,-116.0813333,3.5
19721221,23754,35.966,-117.777,3.8
19721221,103127,35.9645,-117.7496667,3.5
19721222,112835,34.09783333,-116.7721667,3.6
19730123,130538,35.87333333,-120.3775,3.6
19730127,134851,34.42683333,-118.4346667,3.5
19730209,231033,36.61966667,-115.552,4
19730215,231452,36.943,-115.2798333,3.5
19730218,180438,36.94983333,-115.2446667,4
19730219,112645,36.9155,-115.1818333,3.6
19730219,134312,36.9935,-115.1075,4
19730220,104905,32.70983333,-115.9,3.7
19730221,144556,33.99083333,-119.0471667,5.2
19730221,155926,34.01916667,-119.0296667,3.7
19730222,93015,34.05866667,-119.0178333,3.8
19730303,181449,35.24516667,-118.5925,3.8
19730317,5434,33.92566667,-119.0118333,3.6
19730329,175416,34.32783333,-119.812,3.5
19730503,100947,34.24566667,-116.1338333,3.5
19730511,32512,32.41883333,-115.198,3.6
19730526,234633,32.56616667,-118.1076667,4.1
19730527,134406,32.58733333,-118.075,3.6
19730619,102631,32.8615,-117.6323333,3.8
19730621,131105,33.05633333,-115.5591667,3.8
19730704,63204,34.17916667,-116.7481667,3.7
19730714,80020,34.407,-116.8516667,4.5
19730806,232916,33.95533333,-119.4748333,5.1
19730820,34739,34.36883333,-118.2793333,3.5
19730820,133921,32.31866667,-115.5775,3.5
19730904,91126,34.403,-119.431,3.5
19730913,173039,32.89,-116.2765,4.6
19730914,235708,32.10066667,-115.7743333,3.6
19730915,10317,36.60066667,-119.2611667,4.2
19731028,220001,32.59816667,-118.2461667,4.5
19731221,3030,33.254,-116.318,3.5
19731226,61819,35.86516667,-114.5716667,3.5
19740102,134956,35.51,-117.238,4
19740119,131336,34.35416667,-117.0323333,3.7
19740123,13758,36.33333333,-120.3333333,3.5
19740123,61524,32.06633333,-115.8295,3.6
19740124,50200,35.046,-119.0858333,4
19740131,60528,34.0415,-117.0603333,3.8
19740201,13709,32.36633333,-115.2748333,3.9
19740201,15513,32.55783333,-115.2376667,3.5
19740309,5413,34.37316667,-118.4241667,3.6
19740309,5431,34.41366667,-118.344,4.3
19740327,64756,34.48116667,-116.455,3.7
19740327,70426,34.48416667,-116.45,3.8
19740405,104250,34.52683333,-116.4276667,4
19740406,135544,33.3375,-116.3825,3.6
19740521,230348,32.127,-115.8153333,3.7
19740527,114247,34.68616667,-116.3711667,3.5
19740527,140937,34.68516667,-116.3296667,3.8
19740609,222733,35.54066667,-117.4368333,3.7
19740610,64409,35.5325,-117.4528333,4.1
19740611,45507,35.72383333,-115.6363333,3.5
19740620,192624,34.38183333,-121.8638333,3.9
19740630,110739,32.458,-115.2556667,3.6
19740710,74628,34.15666667,-116.7055,3.5
19740721,173935,34.5445,-116.2936667,3.8
19740721,174056,34.6105,-116.3095,3.5
19740730,73907,34.62716667,-116.3478333,4.2
19740730,83653,34.63216667,-116.3428333,4.2
19740804,90806,34.22133333,-117.1721667,3.5
19740814,144555,34.43483333,-118.37,3.7
19740825,101100,35.879,-117.6896667,3.7
19740825,122158,35.874,-117.7071667,3.6
19740921,103741,33.85683333,-117.1086667,3.7
19741004,3403,36.29,-120.324,3.7
19741004,3403,36.2795,-120.332,3.7
19741008,5604,34.02266667,-118.9436667,3.9
19741028,91206,35.76266667,-118.3993333,3.5
19741111,231217,36.3185,-120.7525,3.5
19741118,95929,34.89683333,-118.4296667,3.5
19741206,121308,32.6975,-115.3975,4.4
19741219,123616,34.05166667,-118.1096667,3.5
19750106,111708,36.12633333,-120.7033333,4.7
19750112,212213,32.69333333,-118.04,4.8
19750113,112150,33.79816667,-118.115,3.6
19750119,142850,36.28183333,-118.358,3.6
19750123,123016,32.9235,-115.49,4.1
19750123,124252,32.91716667,-115.4956667,3.7
19750123,125549,32.9155,-115.4916667,4.4
19750123,130207,32.92216667,-115.49,3.7
19750123,134719,32.93883333,-115.4966667,3.8
19750123,144910,32.94083333,-115.4968333,3.6
19750123,154540,32.93883333,-115.4971667,4.2
19750123,170230,32.95233333,-115.4938333,4.8
19750123,232435,32.99833333,-115.5091667,4
19750124,64553,32.938,-115.5045,3.7
19750124,182655,32.93333333,-115.4833333,3.7
19750125,70150,33.00716667,-115.5168333,3.5
19750125,143101,32.98633333,-115.516,3.9
19750125,180207,32.988,-115.509,3.5
19750126,34156,33.01116667,-115.526,3.5
19750130,80707,36.01333333,-120.0513333,3.5
19750210,125117,34.406,-116.6435,4.3
19750212,120319,35.97383333,-119.9581667,3.8
19750223,190703,32.1885,-115.4761667,4.1
19750304,120618,35.825,-116.7055,3.5
19750326,43050,36.37183333,-115.7108333,3.6
19750417,91833,35.77266667,-118.6058333,4.1
19750419,184612,33.00533333,-116.2516667,3.7
19750502,180322,35.22183333,-117.6191667,4.3
19750513,2135,35.00683333,-119.097,4.5
19750601,13848,34.5125,-116.4878333,5
19750605,144645,35.05183333,-118.9996667,4
19750608,101504,35.789,-120.3046667,3.5
19750611,184142,36.02266667,-120.779,3.5
19750617,114956,32.768,-115.4348333,3.5
19750619,190154,32.771,-115.4275,3.6
19750620,41317,32.75483333,-115.4265,3.7
19750620,54823,32.771,-115.4338333,4.2
19750620,221540,32.77483333,-115.432,4.2
19750628,100423,36.096,-120.8225,3.8
19750704,110143,33.22816667,-116.0763333,3.6
19750802,1407,33.52483333,-116.5441667,4.8
19750814,42958,35.1245,-119.1765,3.7
19750814,80849,34.04433333,-116.4291667,4
19750814,81036,34.042,-116.4316667,3.8
19751021,91552,33.96733333,-116.4023333,3.5
19751115,61327,34.30483333,-116.331,4.5
19751115,63337,32.099,-115.4813333,3.6
19751203,132616,32.09733333,-115.5023333,3.7
19751205,171613,32.1195,-115.4623333,3.8
19751212,95759,32.96333333,-115.5103333,3.5
19751214,181619,34.29183333,-116.3268333,4.3
19751219,50200,36.00383333,-117.587,3.9
19751221,14149,33.69033333,-120.078,3.5
19751222,33320,35.07816667,-119.0215,3.5
19751225,71852,32.86133333,-116.2648333,4.1
19751225,92039,32.85233333,-116.2625,3.6
19751225,93110,32.87833333,-116.2653333,3.5
19760101,172012,33.9715,-117.8956667,4.3
19760103,113633,32.066,-115.4905,3.9
19760103,234428,32.0835,-115.4855,3.7
19760110,125816,32.12783333,-115.4471667,5
19760111,10527,32.05816667,-115.4758333,4.2
19760114,15754,32.0675,-115.5026667,3.9
19760114,234017,36.02266667,-120.2401667,3.5
19760115,937,36.059,-120.119,3.5
19760117,35853,32.111,-115.4725,4.8
19760117,193003,32.02166667,-115.4833333,3.5
19760124,114921,32.02833333,-115.4648333,3.9
19760127,4056,32.01916667,-115.4828333,4.6
19760127,84225,32.0595,-115.4821667,3.6
19760207,90355,32.24916667,-115.073,3.7
19760219,170101,36.21466667,-117.5456667,3.9
19760229,223009,34.147,-116.7195,3.7
19760315,200739,32.07666667,-115.4485,4
19760316,24059,32.09716667,-115.4673333,4.1
19760316,100033,36.19533333,-117.562,3.7
19760316,120036,32.07283333,-115.4573333,4.2
19760324,115217,32.07316667,-115.4816667,3.7
19760328,72236,33.46983333,-116.4521667,3.5
19760408,152137,34.35783333,-118.6733333,4.5
19760414,103101,32.88683333,-115.4911667,3.6
19760414,180809,32.15733333,-115.4491667,3.5
19760416,170730,36.315,-120.6665,3.5
19760417,135135,32.1245,-115.4903333,3.6
19760426,64637,33.13316667,-115.637,4
19760501,201527,32.06066667,-115.713,3.6
19760507,12210,32.1575,-115.5033333,4
19760508,65202,32.19783333,-115.5008333,3.8
19760510,102424,34.467,-116.8788333,3.5
19760512,91425,32.08033333,-115.6675,3.7
19760606,124501,36.70483333,-116.153,3.8
19760607,3238,36.655,-116.1895,4
19760607,3713,36.5995,-116.241,4
19760619,102656,36.59616667,-116.2486667,3.8
19760801,60232,32.036,-115.4921667,3.5
19760801,171847,34.89616667,-116.549,4.3
19760808,193751,33.8895,-116.0265,3.7
19760811,152455,33.49183333,-116.5213333,4.3
19760816,163720,36.22266667,-117.5406667,3.6
19760818,14601,32.31666667,-115.5166667,3.9
19761009,20927,33.348,-116.2051667,4.1
19761017,53811,34.46866667,-118.4058333,3.9
19761018,172651,32.66716667,-117.9545,4.3
19761022,231913,33.47916667,-116.5886667,3.8
19761104,54820,33.143,-115.6045,3.9
19761104,62110,33.1295,-115.6148333,3.8
19761104,62735,33.12433333,-115.6108333,3.6
19761104,63503,33.13766667,-115.6026667,3.9
19761104,75607,33.137,-115.6195,3.5
19761104,101151,33.097,-115.6155,4
19761104,104137,33.1155,-115.616,5
19761104,114940,33.115,-115.6491667,3.9
19761104,133128,33.101,-115.6341667,3.9
19761104,141250,33.12383333,-115.6133333,4.4
19761115,181116,36.29566667,-120.4075,3.8
19761122,175511,33.95033333,-118.6286667,4.2
19761205,44108,35.37883333,-118.6286667,3.7
19761218,195551,36.2715,-120.7781667,3.8
19770110,50658,34.5565,-116.4928333,3.8
19770117,111319,32.46216667,-115.189,4.2
19770118,122952,32.44216667,-115.1671667,3.8
19770124,180519,35.657,-120.0748333,3.7
19770210,121047,33.972,-116.5811667,3.6
19770217,232105,32.6305,-116.9035,3.7
19770303,115610,32.24316667,-115.1606667,3.7
19770305,185207,32.27983333,-115.1565,3.8
19770406,30129,35.27,-118.545,3.6
19770406,60102,33.45983333,-116.4725,3.5
19770512,234605,33.79283333,-116.0086667,3.5
19770611,73701,32.12833333,-116.1611667,3.9
19770617,184247,32.05616667,-117.3301667,3.7
19770621,24335,36.00433333,-119.8661667,3.8
19770709,140102,36.6745,-119.8551667,3.5
19770711,61346,35.725,-116.46,3.8
19770714,113835,34.90633333,-119.6278333,3.7
19770726,214218,35.84216667,-120.2088333,3.7
19770730,102503,32.86666667,-115.7768333,3.5
19770803,4715,34.597,-120.622,3.5
19770812,21926,34.37966667,-118.4586667,4.5
19770817,52047,35.10316667,-119.397,3.6
19770922,94110,33.97516667,-116.585,3.5
19770924,212824,34.46266667,-118.4095,4.2
19771020,102935,32.886,-115.5073333,4
19771020,190617,32.8805,-115.4971667,3.8
19771020,202222,32.89516667,-115.4961667,3.9
19771021,61236,32.89266667,-115.5048333,4.3
19771021,132424,32.9035,-115.5111667,4.2
19771022,45917,34.3805,-117.0525,3.7
19771022,183042,32.9095,-115.5018333,4
19771028,212452,32.87283333,-115.5053333,3.9
19771030,53014,32.8795,-115.5038333,4
19771102,153025,33.51133333,-115.8766667,3.6
19771110,23524,36.0985,-117.9078333,3.6
19771114,1135,32.8195,-115.4785,3.9
19771114,20548,32.82416667,-115.4701667,4.2
19771114,50520,32.80383333,-115.4685,3.8
19771114,51803,32.83133333,-115.472,3.7
19771114,52337,32.82416667,-115.483,3.8
19771114,53655,32.812,-115.4693333,4.1
19771114,122020,32.81633333,-115.4631667,4.3
19771118,21726,35.43983333,-120.6196667,3.6
19771129,164209,35.51016667,-120.2641667,3.9
19771228,25943,35.52966667,-120.207,3.8
19780105,105221,36.25466667,-117.9281667,3.5
19780115,94702,35.81183333,-118.0313333,3.5
19780205,95340,34.312,-116.7153333,3.7
19780206,124848,33.25383333,-115.5611667,3.6
19780311,54033,32.43316667,-115.1915,3.7
19780311,235748,32.415,-115.1455,4.8
19780312,3017,32.29016667,-115.1236667,4.5
19780312,184224,32.2835,-115.121,4.8
19780312,231013,32.30883333,-115.1483333,3.7
19780313,91137,32.28383333,-115.0808333,3.6
19780314,35233,32.30416667,-115.0891667,3.7
19780316,15041,32.317,-115.1191667,3.6
19780316,15110,32.31316667,-115.1145,4.1
19780318,44019,32.21716667,-115.0658333,3.7
19780401,105227,34.1975,-116.9595,4
19780414,100105,35.297,-116.829,3.6
19780429,40346,34.2265,-116.5628333,3.8
19780505,210315,32.21133333,-115.3035,5.2
19780505,214428,32.20766667,-115.2735,3.6
19780505,224208,32.24933333,-115.3158333,4.1
19780507,24140,32.2535,-115.3126667,4.1
19780508,10703,36.67483333,-119.9148333,3.5
19780523,91650,33.9055,-119.1656667,4
19780604,35717,33.92433333,-117.8355,3.7
19780605,160303,33.42016667,-116.698,4.4
19780616,42131,35.03466667,-119.1371667,4.3
19780618,142928,32.23616667,-115.112,3.6
19780620,210747,33.2445,-116.378,3.7
19780630,153310,32.1555,-115.3168333,3.5
19780705,104755,33.88433333,-116.5035,3.7
19780717,144612,35.53483333,-116.2535,3.8
19780723,143837,36.191,-120.8336667,3.5
19780726,3853,34.35416667,-116.9068333,3.7
19780811,4730,34.15983333,-117.4406667,3.9
19780813,225453,34.347,-119.696,5.1
19780813,231034,34.3865,-119.7466667,3.5
19780813,231109,34.37183333,-119.7503333,3.6
19780819,93105,32.3025,-116.8808333,4.1
19780903,181046,33.95133333,-117.7225,3.5
19780912,115755,34.40483333,-119.757,3.5
19780928,231353,32.9465,-116.2348333,3.9
19781010,90657,35.075,-117.5005,3.6
19781021,20626,33.89666667,-118.9643333,3.5
19781028,165824,32.12366667,-115.5233333,3.5
19781030,160501,36.67533333,-121.5903333,3.6
19781120,65509,34.151,-116.9723333,4.3
19781120,212149,34.15483333,-116.9743333,3.5
19781201,232046,33.933,-116.6786667,3.6
19781214,73805,36.408,-121.2951667,3.5
19790101,231438,33.94433333,-118.6813333,5.2
19790101,232925,33.94383333,-118.66,3.9
19790101,234958,33.9345,-118.6723333,3.7
19790102,74114,33.9435,-118.7036667,3.7
19790103,133650,34.93833333,-119.162,3.5
19790107,113733,36.017,-120.1163333,3.8
19790111,100157,32.11866667,-115.5248333,3.8
19790115,124118,33.94633333,-118.7058333,3.7
19790123,72507,34.49816667,-116.3396667,3.5
19790204,155554,33.98333333,-119.1906667,3.6
19790212,44842,33.45783333,-116.4341667,4.2
19790213,192148,36.4005,-121.0543333,3.6
19790215,30516,34.26616667,-119.7126667,3.5
19790304,62435,34.64033333,-121.6935,3.9
19790305,104931,33.9455,-118.7071667,3.7
19790315,201749,34.30933333,-116.4403333,4.9
19790315,210716,34.32733333,-116.4448333,5.3
19790315,213425,34.3485,-116.4528333,4.5
19790315,230758,34.32983333,-116.4428333,4.8
19790315,231638,34.30566667,-116.4333333,3.9
19790316,12125,34.32933333,-116.4063333,3.8
19790316,55400,34.30766667,-116.4345,3.7
19790316,75209,34.30883333,-116.436,3.5
19790316,173659,34.329,-116.3978333,4
19790318,225302,34.23016667,-116.3633333,4.2
19790326,152223,34.883,-120.4956667,3.6
19790331,1608,34.3025,-116.4988333,4.2
19790406,161305,34.61266667,-116.511,3.7
19790409,173224,34.41333333,-116.4673333,3.5
19790425,192957,33.75166667,-119.3716667,3.5
19790520,120447,34.0905,-116.3813333,3.7
19790613,70958,33.07766667,-115.6145,3.7
19790613,194645,33.09416667,-115.655,4.1
19790614,73928,35.72933333,-118.0233333,4.6
19790614,84545,35.74366667,-118.0056667,3.7
19790615,120106,34.83483333,-116.4035,3.9
19790616,2514,33.06383333,-115.5983333,3.9
19790629,55320,34.24633333,-116.9011667,4.6
19790630,3411,34.24266667,-116.8958333,4.7
19790630,70352,34.24883333,-116.9003333,4.5
19790702,115155,33.494,-116.5013333,3.7
19790702,124237,33.505,-116.5095,3.6
19790713,22603,34.25683333,-116.4355,4
19790713,22843,34.25733333,-116.4355,3.5
19790713,35123,34.25616667,-116.4383333,3.9
19790715,90604,35.86666667,-119.953,3.5
19790822,20136,33.701,-116.8366667,4.1
19790827,72353,32.63883333,-115.9201667,3.5
19790828,85756,34.4195,-117.7463333,3.9
19790831,41017,32.38866667,-115.1893333,3.6
19790903,114416,33.38183333,-116.3705,3.9
19791008,112643,32.98033333,-116.32,3.5
19791010,194836,32.2955,-115.3205,4.1
19791015,231653,32.61366667,-115.3181667,6.4
19791015,231839,32.90983333,-115.5608333,3.8
19791015,231929,32.76566667,-115.4408333,5.2
19791015,232418,32.5,-115.3333333,3.5
19791015,232552,32.83933333,-115.5783333,4
19791015,232800,32.91283333,-115.5203333,3.6
19791015,232857,32.83916667,-115.5268333,3.5
19791015,233113,32.89883333,-115.5206667,3.6
19791015,234043,32.9245,-115.489,3.5
19791015,234512,32.7545,-115.412,3.6
19791015,235125,32.95266667,-115.5218333,3.5
19791015,235304,33.01533333,-115.5301667,3.5
19791015,235502,32.788,-115.6183333,4.2
19791016,619,32.9015,-115.5525,3.5
19791016,2214,32.95766667,-115.5198333,4.2
19791016,2752,32.95683333,-115.5313333,3.7
19791016,3835,32.9765,-115.5723333,3.5
19791016,5022,32.98583333,-115.569,3.8
19791016,5950,32.892,-115.5116667,3.5
19791016,10013,32.90866667,-115.5283333,4.6
19791016,10711,32.96833333,-115.5173333,3.6
19791016,11421,32.92566667,-115.523,4.3
19791016,12551,32.88616667,-115.5338333,3.7
19791016,13903,32.947,-115.525,4
19791016,14942,32.95066667,-115.5433333,3.5
19791016,15020,32.89333333,-115.5705,3.6
19791016,15810,32.9445,-115.526,3.5
19791016,21017,32.92266667,-115.5125,3.8
19791016,23632,32.92683333,-115.6266667,3.7
19791016,31047,32.96033333,-115.5443333,4.5
19791016,31548,32.96383333,-115.5658333,3.5
19791016,31625,32.9455,-115.5426667,4.1
19791016,33934,32.94966667,-115.5573333,4.5
19791016,34612,32.9415,-115.5288333,3.7
19791016,40340,33.07716667,-115.5455,3.8
19791016,42955,33.008,-115.5598333,3.6
19791016,43232,32.96233333,-115.5536667,3.8
19791016,43354,32.98583333,-115.5278333,3.9
19791016,44430,32.98866667,-115.5591667,3.8
19791016,45922,32.95016667,-115.5313333,3.6
19791016,51614,32.9295,-115.601,3.5
19791016,51801,32.9285,-115.5905,3.5
19791016,54910,32.92716667,-115.5396667,5.1
19791016,60439,32.91316667,-115.5345,4
19791016,61035,32.9625,-115.5425,3.5
19791016,61159,32.93416667,-115.5146667,4
19791016,61346,32.93233333,-115.53,4.1
19791016,61900,33.2325,-115.62,3.6
19791016,61948,32.9285,-115.5393333,5.1
19791016,62242,33.1935,-115.607,3.7
19791016,62928,33.00083333,-115.5665,3.5
19791016,64321,32.9485,-115.5701667,3.5
19791016,65522,33.00283333,-115.5143333,4.6
19791016,65842,33.01366667,-115.5551667,5.5
19791016,70209,32.9955,-115.5903333,3.8
19791016,72324,32.89866667,-115.5186667,4.2
19791016,72615,32.97566667,-115.5481667,3.9
19791016,72818,33.03233333,-115.489,3.7
19791016,73647,32.99416667,-115.5691667,3.7
19791016,74947,33.00116667,-115.5761667,4
19791016,92320,32.92283333,-115.522,3.9
19791016,93352,32.8885,-115.5185,3.6
19791016,93641,32.9385,-115.5145,4
19791016,101154,32.89466667,-115.5213333,3.8
19791016,103001,32.9065,-115.5243333,3.5
19791016,103437,33.029,-115.4986667,3.5
19791016,103545,32.913,-115.4758333,3.7
19791016,105127,32.94916667,-115.537,3.9
19791016,111556,32.98833333,-115.5868333,3.6
19791016,111911,32.91483333,-115.528,3.8
19791016,112646,32.91166667,-115.5028333,3.9
19791016,114655,32.90716667,-115.566,4.8
19791016,114755,32.9755,-115.578,3.5
19791016,115618,32.90316667,-115.5493333,3.5
19791016,120145,32.873,-115.5071667,4
19791016,121205,33.07583333,-115.5783333,3.6
19791016,125801,33.01466667,-115.538,3.8
19791016,150002,33.02633333,-115.5038333,4
19791016,172255,32.88883333,-115.4913333,3.7
19791016,214844,33.06566667,-115.5405,3.9
19791016,231632,33.01866667,-115.5038333,4.9
19791017,61402,33.021,-115.5028333,3.5
19791017,160002,32.41616667,-115.195,3.7
19791017,191438,32.90433333,-115.5758333,4.1
19791017,205237,33.933,-118.6695,4.2
19791017,224534,33.0455,-115.49,4.5
19791018,31716,32.90866667,-115.5773333,3.6
19791018,120109,32.97083333,-115.6165,3.5
19791019,122237,34.21066667,-117.5305,4.1
19791027,165428,32.48083333,-115.2565,3.7
19791104,171331,33.03066667,-115.507,3.6
19791104,171430,33.0255,-115.4895,3.5
19791119,232420,32.25983333,-115.1311667,3.5
19791125,52448,32.09533333,-114.975,3.6
19791202,4627,32.63366667,-116.0115,3.9
19791212,213740,32.202,-116.2288333,4
19791213,163938,32.07266667,-115.4731667,4.2
19791221,204025,32.77783333,-115.3753333,4.6
19791221,205845,32.38066667,-115.1666667,3.5
19800112,201106,32.8915,-115.5255,4.1
19800113,211233,33.0565,-115.5566667,3.6
19800115,202822,36.18433333,-117.5995,3.7
19800128,125521,32.04583333,-116.2738333,3.5
19800129,194903,32.05766667,-116.3365,4.4
19800130,105951,32.05083333,-116.3506667,3.7
19800205,3000,32.2715,-115.7833333,3.8
19800216,150908,32.99683333,-115.5808333,3.9
19800222,133919,33.24566667,-116.241,3.5
19800222,133923,33.22366667,-116.209,3.9
19800225,104738,33.501,-116.5131667,5.5
19800225,140007,33.49866667,-116.5121667,3.7
19800225,234332,36.20633333,-117.5886667,3.9
19800227,12857,32.958,-115.5691667,3.6
19800310,65421,33.89566667,-116.2783333,3.7
19800519,30307,36.30083333,-120.9211667,3.6
19800520,5033,35.05316667,-119.033,3.8
19800529,33847,34.9315,-120.8191667,4.7
19800603,164337,34.4945,-118.5096667,3.5
19800609,32819,32.18533333,-115.0758333,6.1
19800609,34900,32.18333333,-115.0833333,3.9
19800609,40512,32.20566667,-115.0491667,3.7
19800609,41823,32.34766667,-115.1881667,3.5
19800609,45330,32.1925,-115.069,3.8
19800609,72523,32.27633333,-115.1421667,3.7
19800609,100043,32.297,-115.1335,4.5
19800609,203132,32.21883333,-115.0893333,3.9
19800609,233341,32.36533333,-115.215,4.3
19800610,10708,32.32033333,-115.2125,3.6
19800611,132620,32.28166667,-115.1551667,3.5
19800614,220055,32.34466667,-115.1735,3.5
19800623,211140,34.111,-117.472,3.5
19800630,222902,33.09066667,-119.0443333,3.5
19800823,65042,33.26416667,-116.0973333,3.6
19800829,175543,32.175,-116.3763333,3.5
19800830,233835,33.54233333,-116.674,3.6
19800831,103246,35.22666667,-118.6043333,3.6
19800909,172620,33.57866667,-118.2928333,3.9
19800924,80839,36.2205,-120.1355,4.4
19800926,131841,35.26966667,-119.4023333,4.1
19801021,110104,36.20916667,-120.1135,3.5
19801026,205615,32.61216667,-115.5898333,3.8
19801031,125536,32.6625,-115.5825,4.4
19801213,141547,34.49916667,-116.2895,3.8
19801222,193517,32.73466667,-116.5756667,3.6
19810117,937,35.91016667,-120.5295,3.5
19810118,201955,33.50333333,-116.7681667,3.7
19810201,113006,33.505,-116.7681667,3.7
19810211,44106,36.02383333,-120.237,3.6
19810227,151112,34.15883333,-118.5928333,3.5
19810419,84649,35.83483333,-117.7655,3.9
19810419,90210,35.82966667,-117.7695,4
19810419,90249,35.82283333,-117.7521667,4.7
19810419,91957,35.83516667,-117.7721667,4
19810420,13742,33.35816667,-116.7086667,3.5
19810423,33527,35.84216667,-117.7773333,3.5
19810425,21154,33.11083333,-115.6283333,4
19810425,70314,33.10283333,-115.6295,3.9
19810425,143514,33.09766667,-115.6263333,3.5
19810426,105809,33.095,-115.6215,3.7
19810426,120200,33.115,-115.63,3.8
19810426,120557,33.09633333,-115.6233333,3.8
19810426,120928,33.10783333,-115.6323333,5.7
19810426,122757,33.044,-115.684,3.7
19810426,124041,32.961,-115.7241667,4.1
19810426,130313,33.12016667,-115.595,3.7
19810426,154348,33.1445,-115.627,3.8
19810426,154357,33.116,-115.5875,3.5
19810426,163309,33.0995,-115.636,3.6
19810426,174226,33.172,-115.6265,3.5
19810518,213204,33.145,-115.6285,4.5
